msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Assign or change the region of a block by clicking here. A dropdown list with all the regions will appear.You can place one block in multiple regions.,,,,,,,
,"By Clicking on ""Configure"" you can go ahead and edit the contents of the block, deal with the visibility settings and even change the placement of where it is on your theme.",,,,,,,
,"The block management screen also has an another tab on the top which is used to add Custom blocks. The name of the tab is ""Custom block library"". This tab ultimately provides a link to add custom blocks.",,,,,,,
,Olivero Medium,,,,,,,
PHP date format,"j  F,  Y",,,,,,,
,Exporting your complete site configuration,,,,,,,
,Click <em>Export</em> and save the archive file.,,,,,,,
,Managing and deploying configuration,,,,,,,
,Providing storage for configuration,,,,,,,
,@title sub-navigation,,,,,,,
,"@language translation was not added. To add a translation, you must modify the configuration.",,,,,,,
,No page is specified,,,,,,,
,"You may include the following allowed HTML tags with these ""Replacement patterns"": <code>@tags</code>",,,,,,,
,Autocollapse,,,,,,,
,Autocollapse: @autocollapse,,,,,,,
,Validation error on collapsed paragraph @path: @message,,,,,,,
,node id,,,,,,,
,Twig Tweak,,,,,,,
,Afrikaans,,,,,,,
,Khmer,,,,,,,
,"Chinese, Traditional",,,,,,,
,Arabic,,,,,,,
,Asturian,,,,,,,
,Azerbaijani,,,,,,,
,Belarusian,,,,,,,
,Bulgarian,,,,,,,
,Bengali,,,,,,,
,Tibetan,,,,,,,
,"Chinese, Simplified",,,,,,,
,Bosnian,,,,,,,
,Catalan,,,,,,,
,Czech,,,,,,,
,Lolspeak,,,,,,,
,Vietnamese,,,,,,,
,Urdu,,,,,,,
,Ukrainian,,,,,,,
,Uyghur,,,,,,,
,Tuvan,,,,,,,
,Turkish,,,,,,,
,Thai,,,,,,,
,Telugu,,,,,,,
,"Tamil, Sri Lanka",,,,,,,
,Tamil,,,,,,,
,Swahili,,,,,,,
,Serbian,,,,,,,
,Albanian,,,,,,,
,Welsh,,,,,,,
,Slovenian,,,,,,,
,Slovak,,,,,,,
,Sinhala,,,,,,,
,Northern Sami,,,,,,,
,Scots,,,,,,,
,Romanian,,,,,,,
,"Portuguese, Brazil",,,,,,,
,"Portuguese, Portugal",,,,,,,
,Polish,,,,,,,
,Punjabi,,,,,,,
,Occitan,,,,,,,
,Norwegian Nynorsk,,,,,,,
,Norwegian Bokmål,,,,,,,
,Dutch,,,,,,,
,Nepali,,,,,,,
,Burmese,,,,,,,
,Danish,,,,,,,
,Bahasa Malaysia,,,,,,,
,Marathi,,,,,,,
,Mongolian,,,,,,,
,Malayalam,,,,,,,
,Macedonian,,,,,,,
,Malagasy,,,,,,,
,Latvian,,,,,,,
,Lithuanian,,,,,,,
,Lao,,,,,,,
,Kyrgyz,,,,,,,
,Kurdish,,,,,,,
,Korean,,,,,,,
,Kannada,,,,,,,
,Amharic,,,,,,,
,Dzongkha,,,,,,,
,Kazakh,,,,,,,
,Georgian,,,,,,,
,Javanese,,,,,,,
,Japanese,,,,,,,
,Italian,,,,,,,
,Icelandic,,,,,,,
,Indonesian,,,,,,,
,Armenian,,,,,,,
,Greek,,,,,,,
,Hungarian,,,,,,,
,Haitian Creole,,,,,,,
,Croatian,,,,,,,
,Hindi,,,,,,,
,Hebrew,,,,,,,
,Gujarati,,,,,,,
,Swiss German,,,,,,,
,Galician,,,,,,,
,Scots Gaelic,,,,,,,
,Irish,,,,,,,
,"Frisian, Western",,,,,,,
,Faeroese,,,,,,,
,Filipino,,,,,,,
,"Persian, Farsi",,,,,,,
,Basque,,,,,,,
,Simple English,,,,,,,
,Estonian,,,,,,,
,Esperanto,,,,,,,
,You cannot send file and have it in another file,,,,,,Et voi lähettää tiedostoa ja ilmoittaa sen olevan jo toimitettu,
,Star/flag submission,,,,,,Star/Flag submission,
,"1: Much Worse
2: Somewhat Worse
3: About the Same
4: Somewhat Better
5: Much Better
",,,,,,"1: Strongly Disagree
2: Disagree
3: Neutral
4: Agree
5: Strongly Agree
",
,Branding - Navigation,,,,,,,
,City of Helsinki,,,,,,Footer top navigation,
,Header - Top navigation,,,,,,,
,Mobile navigation,,,,,,,
,"@fieldname has file added, it cannot belong to other file.",,,,,,"@fieldname sisältää liitetiedoston, joten se ei voi myös sisältyä toiseen tiedostoon.",
,"Backend DEV mode on, no posting to backend is done.",,,,,,"Taustajärjestelmän DEV-moodi päällä, mitään tietoja ei tallenneta Taustajärjestelmään",
,Person responsible (Owner),,,,,,Lomakkeen vastuuhenkilö (omistaja),
,The sector that handles the form data,,,,,,"Toimiala, joka käsittelee lomakkeen tiedot",
,Does the form contain sensitive information,,,,,,Käsitelläänkö lomakkeella arkaluonteista henkilötietoa,
,Form Pre-Information,,,,,,Lomakkeen esitiedot,
,addressData not found!,,,,,,osoitedataa ei löydy!,
,It works!,,,,,,Se toimii!,
,Add at least one address,,,,,,Lisää vähintään yksi osoite,
,Add at least one account number,,,,,,Lisää vähintään yksi tilinumero,
,Edit submission,,,,,,,
,Orphaned @type: @summary,,,,,,,
,Api URL,,,,,,,
,Add URL from tapahtumat.hel.fi to form a list of events,,,,,,"Tapahtumat.hel.fi-osoite, jonka perusteella listaus muodostetaan.",
,Brief description for the events in the list.,,,,,,Lyhyt kuvaus listauksessa esiintyvistä tapahtumista.,
,Load more,,,,,,Lataa lisää,
,Show load more -button at the bottom of the list.,,,,,,"Määrittää, näytetäänkö listauksen lopussa 'Lataa lisää' -nappi.",
,Käytössä,,,,,,,
,Pois päältä,,,,,,,
,Events,,,,,,Events,
,Create a feed of events from LinkedEvents data,,,,,,Create a feed of events from LinkedEvents data,
,Contact card,,,,,,Yhteystietokortti,
,Job title,,,,,,Otsikko,
,"Use a square image for the best result. Portrait and landscape images will be cropped to a square, the focal point can be selected with the image upload.",,,,,,Vaaka- ja pystykuvat rajataan neliöiksi. Rajatun kuvan keskipisteen voi valita kuvan latauksen yhteydessä. ,
,Contact image photographer,,,,,,Kuvan valokuvaaja,
,Social media link,,,,,,Sosiaalisen median linkki,
,Contact card listing,,,,,,Yhteystietokorttilistaus,
,Contact card listing paragraph where contact cards can be added.,,,,,,"Yhteystietokorttilistausparagraafi, johon voi lisätä henkilöiden yhteystietoja.",
Screenreader name for top navigation menu,Site navigation,,,,,,Sivuston navigaatio,
Mobile navigation menu open button text for screen readers,Open navigation menu,,,,,,Avaa navigaatiovalikko,
Mobile navigation menu close button text for screen readers,Close navigation menu,,,,,,Sulje navigaatiovalikko,
Mobile navigation menu description for screen readers,Navigation menu,,,,,,Navigaatiovalikko,
,Dismiss,,,,,,,
,"<a href="":href"">Disable CDN warning</a>",,,,,,,
,"<span class=""color-warning""><strong>@title @version</strong> (CDN).</span>",,,,,,,
,Algolia Places,,,,,,,
,"Please download the <a href="":homepage_href"">@title</a> library from <a href="":download_href"">:download_href</a> and copy it to <b>@path</b> or use <a href="":install_href"">Drush</a> to install this library.",,,,,,,
,Algolia Places is by the location places elements.,,,,,,,
,CKEditor: Autogrow,,,,,,,
,Allows CKEditor to automatically expand and shrink vertically.,,,,,,,
,CKEditor: CodeMirror,,,,,,,
,Makes it easier to edit the HTML source.,,,,,,,
,CKEditor: Fake Objects,,,,,,,
,Allows CKEditor to use basic image and link dialog.,,,,,,,
,CKEditor: Image,,,,,,,
,"Allows CKEditor to use basic image dialog, which is not included in Drupal core.",,,,,,,
,CKEditor: Link,,,,,,,
,"Allows CKEditor to use basic link dialog, which is not included in Drupal core.",,,,,,,
,Code Mirror,,,,,,,
,"Code Mirror is used to provide a text editor for YAML, HTML, CSS, and JavaScript configuration settings and messages.",,,,,,,
,jQuery: Input Mask,,,,,,,
,Input masks are used to ensure predefined and custom formats for text fields.,,,,,,,
,jQuery: International Telephone Input,,,,,,,
,International Telephone Input is used by the Telephone element.,,,,,,,
,jQuery: RateIt,,,,,,,
,RateIt is used to provide a customizable rating element.,,,,,,,
,<strong>@title</strong> (Installed),,,,,,,
,jQuery: Select2,,,,,,,
,"The <a href="":homepage_href"">@title</a> library is installed by the <b><a href="":module_href"">@module</a></b> module.",,,,,,,
,Select2 is used to improve the user experience for select menus. Select2 is the recommended select menu enhancement library.,,,,,,,
,jQuery: Text Counter,,,,,,,
,"Word or character counting, with server-side validation, is available for text fields and text areas.",,,,,,,
,jQuery: Timepicker,,,,,,,
,Timepicker is used to provide a polyfill for HTML 5 time elements.,,,,,,,
,Progress Tracker,,,,,,,
,Progress Tracker is used by multi-step wizard forms.,,,,,,,
,Signature Pad,,,,,,,
,Signature Pad is used to provide a signature element.,,,,,,,
,Tabby,,,,,,,
,Tabby is used to display tabs in the administrative UI,,,,,,,
,Tippy.js (6.x),,,,,,,
,Tippy.js is used to provide a tooltips. Tippy.js 6.x is compatible with Drupal 9.x.,,,,,,,
,Provides CAPTCHA for adding challenges to arbitrary forms.,,,,,,,
,reCAPTCHA,,,,,,,
,"Uses the Google <a href="":href"">reCAPTCHA</a> web service to improve the CAPTCHA system.",,,,,,,
,SpamAway,,,,,,,
,Provides a webform handler which will mark submissions as SPAM,,,,,,,
,CleanTalk,,,,,,,
,Antispam service from CleanTalk to protect your site.,,,,,,,
,Human Presence Form Protection,,,,,,,
,Human Presence is a fraud prevention and form protection service that uses multiple overlapping strategies to fight form spam.,,,,,,,
,Recaptcha Element,,,,,,,
,Provides a Webform Handler that allows you to enable reCAPTCHA protection on a webform using the webform UI.,,,,,,,
,Simple Google reCAPTCHA,,,,,,,
,"Provides simple integration with Google reCaptcha, keeping forms and webforms secure.",,,,,,,
,Webform Spam Words (WSW),,,,,,,
,Provides the ability to block spam words for webform fields.,,,,,,,
,Webform: Spam protection,,,,,,,
,grants_attachments status,,,,,,grants_attachmentsin tila,
,helfi_atv status,,,,,,,
,Webform: External libraries,,,,,,,
,Webform: Private files,,,,,,,
,Webform: HTML email support,,,,,,,
,Scheduler Time Check,,,,,,,
,Virhe,Virheet,,,,,,
,Varoitus,Varoitukset,,,,,,
,Checked,Checked,,,,,,
,@total libraries (@installed installed; @excluded excluded; @missing CDN),,,,,,,
,jQuery UI Accordion not enabled,,,,,,,
,"If you want to use the Field Group accordion formatter, you will need to install the <a href="":link"" target=""_blank"">jQuery UI Accordion</a> module.",,,,,,,
,grants_attachments value: @value,,,,,,grants attachmentsin arvo: @value,
,helfi_atv value: @value,,,,,,,
,"Webform <a href="":href"">Spam protection module</a> missing. Please install one of the below modules.",,,,,,,
,Diff module has been installed correctly.,,,,,,,
,"The <a href=""@module"">Schema.org Metatag</a> module is highly recommended to add <a href=""@jsonld"">JSON-LD</a> -formatted <a href=""@schema"">schema.org</a> compatible data structures to the site.",,,,,,,
,Provided by the @module module.,,,,,,,
,Webform PHP mailer,,,,,,,
,"Sends the message as plain text or HTML, using PHP's native mail() function.",,,,,,,
,Private file system is set.,,,,,,,
,Contact person,,,,,,Yhteyshenkilö,
,Changes you made may not be saved.,,,,,,,
,Press OK to leave this page or Cancel to stay.,,,,,,,
,Confirmation for account @accountNumber,,,,,,Varmistus tilinumerolle @accountNumber,
,DEBUG: Endpoint: @endpoint,,,,,,,
,"Grant application (<span id=""saved-application-number"">@number</span>) saved as DRAFT",,,,,,"Hakemus (<span id=""saved-application-number"">@number</span>) tallennettu luonnoksena",
,Application @number not found.,,,,,,Hakemusta @number ei löytynyt.,
,View application: @submissionId,,,,,,,
,Edit application: @submissionId,,,,,,,
,"Grant application (<span id=""saved-application-number"">@number</span>) saved. You can view your new application from @here.",,,,,,,
,Completion page for @submissionId,,,,,,@submissionId - valmis,
,New message for @applicationNumber.,,,,,,Uusi viesti hakemuksella @applicationNumber.,
,The site is currently under maintenance,,,,,,Päivitämme sivustoa tällä hetkellä,
,Auditor,,,,,,Tilintarkastaja,
Sort by {sort} in {direction} order,in,,,,,,,
Sort by {sort} in {direction} order,order,,,,,,,
,Ascending (ASC),,,,,,,
,Descending (DESC),,,,,,,
,Results per page,,,,,,,
