msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Delete entity configuration,,,,,,,
,@type %title has been reverted,,,,,,,
,Edit %bundle_label @label,,,,,,,
,The entity could not be saved.,,,,,,,
,@entity revision using @field_name,,,,,,,
,An error occurred while processing @operation with arguments : @args,,,,,,,
,Target UUID,,,,,,,
,View handler settings,,,,,,,
,Recursive rendering detected when rendering entity @entity_type @entity_id. Aborting rendering.,,,,,,,
,Reference revisions,,,,,,,
,Usage,,,,,,,
,Top,,,,,,,
,days,,,,,,,
,Bottom,,,,,,,
,Installation,,,,,,,
,Add new category,,,,,,,
,Specify pages by using their paths. Enter one path per line. The '*' character is a wildcard. Example paths are %blog for the blog page and %blog-wildcard for every personal blog. %front is the front page.,,,,,,,
,px,,,,,,,
,ms,,,,,,,
,User ID.,,,,,,,
,Domains list,,,,,,,
,How it works,,,,,,,
,Exclude paths,,,,,,,
,Cookie lifetime,,,,,,,
,Cookie name,,,,,,,
,This module aims at making the website compliant with the new EU cookie regulation,,,,,,,
,Consent by clicking,,,,,,,
,Privacy policy link,,,,,,,
,px or %,,,,,,,
,Banner height,,,,,,,
,Agree button message,,,,,,,
,Privacy policy,,,,,,,
,Consent by scrolling,,,,,,,
,Make your web site compliant with the EU Directive on Privacy and Electronic Communications.,,,,,,,
,Agree button label,,,,,,,
,"Enter link to your privacy policy or other page that will explain cookies to your users, external links should start with http:// or https://.",,,,,,,
,Enter an integer value for a desired height in pixels or leave empty for automatically adjusted height.,,,,,,,
,Invalid protocol specified for the %name (valid protocols: %protocols).,,,,,,,
,Invalid %name (:message).,,,,,,,
,Invalid URL in %name field (:message).,,,,,,,
,Thank you banner,,,,,,,
,"Include minimal CSS, I want to style the banner in the theme CSS.",,,,,,,
,"This may be useful if you want the banner to share the button style of your theme. Note that you will have to configure values like the banner width, text color and background color in your CSS file.",,,,,,,
,Change the text color of the banner. Provide HEX value without the #.,,,,,,,
,Change the background color of the banner. Provide HEX value without the #.,,,,,,,
,Set the width of the banner. This can be either an integer value or percentage of the screen width. For example: 200 or 50%.,,,,,,,
,Cookie policy button label,,,,,,,
,Privacy Policy link not provided,,,,,,,
,Cookie information banner,,,,,,,
,EU countries,,,,,,,
,"The EU General Data Protection Regulation (GDPR) (see <a href=""https://www.eugdpr.org/"" target=""_blank"">https://www.eugdpr.org/</a>) comes into enforcement from 25 May 2018 and introduces new requirements for web sites which handle information that can be used to identify individuals. The regulation underlines that consent must be <strong>unambiguous</strong> and involve a <strong>clear affirmative action</strong>. When evaluating how to best handle the requirements in the GDPR, remember that if you have a basic web site where the visitors don't log in, you always have the option to <strong>not process data that identifies individuals</strong>, in which case you may not need this module. Also note that GDPR applies to any electronic processing or storage of personal data that your organization may do, and simply installing a module may not be enough to become fully GDPR compliant.",,,,,,,
,Cookie handling,,,,,,,
,Store record of consent,,,,,,,
,Use a different message for mobile phones.,,,,,,,
,This button will withdraw consent when clicked.,,,,,,,
,Only display banner in EU countries.,,,,,,,
,How many days the system remember the user's choice.,,,,,,,
,"Invalid cookie name, please remove any special characters and try again.",,,,,,,
,Check if visit is from EU,,,,,,,
,Basic storage,,,,,,,
,"Enable ""Thank you"" banner",,,,,,,
,"Clicking a link or button hides the ""Thank you"" message automatically.",,,,,,,
,"""Thank you"" banner message",,,,,,,
,Withdraw consent button label,,,,,,,
,Allow the cookie to be set for all sites on the same domain.,,,,,,,
,Sets the path of the cookie to '/' so that the cookie works across all sites on the domain.,,,,,,,
,Mobile breakpoint,,,,,,,
,optional,,,,,,,
,Added,,,,,,,
,Deselect all,,,,,,,
,Profile name,,,,,,,
,Profile,,,,,,,
,Clear,,,,,,,
,Features,,,,,,,
,Feature,,,,,,,
,profile,,,,,,,
,Missing,,,,,,,
,Conflict,,,,,,,
,Packages,,,,,,,
,Do you really want to continue?,,,,,,,
,exclude,,,,,,,
,Legend,,,,,,,
,Dependency,,,,,,,
,Example: Image gallery,,,,,,,
,Example: image_gallery,,,,,,,
,General Information,,,,,,,
,Do not begin name with numbers.,,,,,,,
,Expand each component section and select which items should be included in this feature export.,,,,,,,
,Conflicts,,,,,,,
,Write,,,,,,,
,Allow conflicts,,,,,,,
,core,,,,,,,
,Folder,,,,,,,
,@name,,,,,,,
,site,,,,,,,
,Export settings,,,,,,,
,Namespace,,,,,,,
,Assignment,,,,,,,
,Group name,,,,,,,
,Clone,,,,,,,
,Tab,,,,,,,
,Default state,,,,,,,
,Collapsible,,,,,,,
,Slow,,,,,,,
,Fast,,,,,,,
,Speed,,,,,,,
,Fieldset,,,,,,,
,Field group label,,,,,,,
,Bounce slide,,,,,,,
,Label element,,,,,,,
,Field group format:,,,,,,,
,"The css class must include only letters, numbers, underscores and dashes.",,,,,,,
,Are you sure you want to delete the group %group?,,,,,,,
,The group %group has been deleted from the %type content type.,,,,,,,
,This fieldgroup renders child groups as jQuery accordion.,,,,,,,
,"This fieldgroup renders the content in a div, part of accordion group.",,,,,,,
,Extra CSS classes,,,,,,,
,Blind,,,,,,,
,Horizontal Tabs,,,,,,,
,Fieldgroups,,,,,,,
,"<p class=""fieldgroup-help"">Fields can be dragged into groups with unlimited nesting. Each fieldgroup format comes with a configuration form, specific for that format type.<br />Note that some formats come in pair. These types have a html wrapper to nest its fieldgroup children. E.g. Place accordion items into the accordion, vertical tabs in vertical tab group and horizontal tabs in the horizontal tab group. There is one exception to this rule, you can use a vertical tab without a wrapper when the additional settings tabs are available. E.g. node forms.</p>",,,,,,,
,New group %label successfully created.,,,,,,,
,Fieldgroup @group is not cloned since a group already exists with the same name.,,,,,,,
,Fieldgroup @group cloned successfully.,,,,,,,
,Show label,,,,,,,
,Add a new group,,,,,,,
,Create group,,,,,,,
,Description of the item,,,,,,,
,The field name,,,,,,,
,Field Group,,,,,,,
,Mark group as required if it contains required fields.,,,,,,,
,Provides the ability to group your fields on both form and display.,,,,,,,
,A field group,,,,,,,
,The fields belonging to the group,,,,,,,
,The parent group of this group,,,,,,,
,The weight of the group,,,,,,,
,The formatter of the group,,,,,,,
,Field group settings on entity form,,,,,,,
,Mark as required,,,,,,,
,Weight: @weight,,,,,,,
,Add field group,,,,,,,
,show the label,,,,,,,
,Effect : @effect,,,,,,,
,Description : @description,,,,,,,
,Element: @element,,,,,,,
,Label element: @element,,,,,,,
,Attributes: @attributes,,,,,,,
,Direction: @direction,,,,,,,
,Preview link,,,,,,,
,Focal Point,,,,,,,
,Focal Point Preview,,,,,,,
,Focal point settings,,,,,,,
,Focal Point Scale and Crop,,,,,,,
,Images preview,,,,,,,
,Gin Toolbar,,,,,,,
,Gin Toolbar for Gin Theme,,,,,,,
,Quality,,,,,,,
,E-mail,,,,,,,
,Save changes,,,,,,,
,Update profile,,,,,,,
,Available tokens,,,,,,,
,Profile Name,,,,,,,
,Delete profile,,,,,,,
,Canonical URL,,,,,,,
,Blocked users,,,,,,,
,Metadata,,,,,,,
,Image file settings,,,,,,,
,Include unpublished nodes,,,,,,,
,Linkit profiles,,,,,,,
,Show pixel dimensions,,,,,,,
,Group by bundle,,,,,,,
,Unpublished nodes,,,,,,,
,Show comments,,,,,,,
,Classic,,,,,,,
,Type: @type,,,,,,,
,Menu link attributes,,,,,,,
,Menu Link Attributes,,,,,,,
,Audience,,,,,,,
,License,,,,,,,
,Date Created,,,,,,,
,Id,,,,,,,
,First name,,,,,,,
,Last name,,,,,,,
,Expires,,,,,,,
,Latitude,,,,,,,
,Longitude,,,,,,,
,Phone number,,,,,,,
,Google,,,,,,,
,Street address,,,,,,,
,Publisher,,,,,,,
,Publisher URL,,,,,,,
,Rating,,,,,,,
,Creator,,,,,,,
,Country name,,,,,,,
,Relation,,,,,,,
,Image type,,,,,,,
,References,,,,,,,
,Robots,,,,,,,
,Bing,,,,,,,
,Shortlink URL,,,,,,,
,Provides search engines with specific directions for what to do when this page is indexed.,,,,,,,
,Using defaults,,,,,,,
,List of @type values,,,,,,,
,Tokens for lists of @type values.,,,,,,,
,Image URL,,,,,,,
,Fax number,,,,,,,
,Facebook,,,,,,,
,See also,,,,,,,
,Video width,,,,,,,
,Video height,,,,,,,
,Locality,,,,,,,
,Abstract,,,,,,,
,Origin,,,,,,,
,SEO,,,,,,,
,@label tokens.,,,,,,,
,@type type with delta @delta,,,,,,,
,Page URL,,,,,,,
,Yandex,,,,,,,
,ISBN,,,,,,,
,Generator,,,,,,,
,Image height,,,,,,,
,Image width,,,,,,,
,Dublin Core,,,,,,,
,Release date,,,,,,,
,Application name,,,,,,,
,Facebook App ID,,,,,,,
,Access Rights,,,,,,,
,Rights,,,,,,,
,Contributor,,,,,,,
,Facebook Application ID,,,,,,,
,Add default meta tags,,,,,,,
,Describes the name and version number of the software or publishing tool used to create the page.,,,,,,,
,Select the type of default meta tags you would like to add.,,,,,,,
,Pinterest,,,,,,,
,Set Cookie,,,,,,,
,Standout,,,,,,,
,Video type,,,,,,,
,Original source,,,,,,,
,"An image associated with this page, for use as a thumbnail in social networks and other services.",,,,,,,
,Basic tags,,,,,,,
,The name given to the resource.,,,,,,,
,Facebook Admins,,,,,,,
,The permalink / canonical URL of the current page.,,,,,,,
,Media player URL,,,,,,,
,Media player width,,,,,,,
,Media player height,,,,,,,
,Audio type,,,,,,,
,Book Tags,,,,,,,
,Google News Keywords,,,,,,,
,The meta tags for this display,,,,,,,
,Metatag: Twitter Cards,,,,,,,
,Metatag: Views,,,,,,,
,No Referrer,,,,,,,
,Used by some search engines to confirm authorship of the content on a page. Should be either the full URL for the author's Google+ profile page or a local page with information about the author.,,,,,,,
,"Used to indicate the URL that broke the story, and can link to either an internal URL or an external source. If the full URL is not known it is acceptable to use a partial URL or just the domain name.",,,,,,,
