msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,"noydir - Prevents Yahoo! from listing this page in the <a href="":ydir"">Yahoo! Directory</a>.",,,,,,,
,noimageindex - Prevent search engines from indexing images on this page.,,,,,,,
,notranslate - Prevent search engines from offering to translate this page in search results.,,,,,,,
,A comma-separated list of keywords about the page. This meta tag is used as an indicator in <a href=':google_news'>Google News</a>.,,,,,,,
,Used for paginated content by providing URL with rel='next' link.,,,,,,,
,Used for paginated content by providing URL with rel='prev' link.,,,,,,,
,"Highlight standout journalism on the web, especially for breaking news; used as an indicator in <a href=':google_news'>Google News</a>. Warning: Don't abuse it, to be used a maximum of 7 times per calendar week!",,,,,,,
,"This meta tag communicates with Google. There are currently two directives supported: 'nositelinkssearchbox' to not to show the sitelinks search box, and 'notranslate' to ask Google not to offer a translation of the page. Both options may be added, just separate them with a comma. See <a href='https://support.google.com/webmasters/answer/79812?hl=en'>meta tags that Google understands</a> for further details.",,,,,,,
,"Used to rate content for audience appropriateness. This tag has little known influence on search engine rankings, but can be used by browsers, browser extensions, and apps. The <a href='https://www.metatags.org/meta_name_rating'>most common options</a> are general, mature, restricted, 14 years, safe for kids. If you follow the <a href='https://www.rtalabel.org/index.php?content=howto'>RTA Documentation</a> you should enter RTA-5042-1996-1400-1577-RTA",,,,,,,
,Same Origin,,,,,,,
,Strict Origin,,,,,,,
,Strict Origin When Cross-Origin,,,,,,,
,Indicate to search engines and other page scrapers whether or not links should be followed. See <a href='https://w3c.github.io/webappsec/specs/referrer-policy/'>the W3C specifications</a> for further details.,,,,,,,
,"The number of seconds to wait before refreshing the page. May also force redirect to another page using the format '5; url=https://example.com/', which would be triggered after five seconds.",,,,,,,
,"<a href='https://www.metatags.org/meta_http_equiv_set_cookie'>Sets a cookie</a> on the visitor's browser. Can be in either NAME=VALUE format, or a more verbose format including the path and expiration date; see the link for full details on the syntax.",,,,,,,
,"Tell search engines when to index the page again. Very few search engines support this tag, it is more useful to use an <a href='https://www.drupal.org/project/xmlsitemap'>XML Sitemap</a> file.",,,,,,,
,Used to control whether a browser caches a specific page locally. Not commonly used. Should be used in conjunction with the Pragma meta tag.,,,,,,,
,"Control when the browser's internal cache of the current page should expire. The date must to be an <a href='https://www.csgnetwork.com/timerfc1123calc.html'>RFC-1123</a>-compliant date string that is represented in Greenwich Mean Time (GMT), e.g. 'Thu, 01 Sep 2016 00:12:56 GMT'. Set to '0' to stop the page being cached entirely.",,,,,,,
,Used to control whether a browser caches a specific page locally. Not commonly used. Should be used in conjunction with the Cache-Control meta tag.,,,,,,,
,Meta tags that might not be needed by many sites.,,,,,,,
,"The word that appears before the content's title in a sentence. The default ignores this value, the 'Automatic' value should be sufficient if this is actually needed.",,,,,,,
,"A human-readable name for the site, e.g., <em>IMDb</em>.",,,,,,,
,"The type of the content, e.g., <em>movie</em>.",,,,,,,
,"Preferred page location or URL to help eliminate duplicate content for search engines, e.g., <em>https://www.imdb.com/title/tt0117500/</em>.",,,,,,,
,"The title of the content, e.g., <em>The Rock</em>.",,,,,,,
,A one to two sentence description of the content.,,,,,,,
,"The type of image referenced above. Should be either 'image/gif' for a GIF image, 'image/jpeg' for a JPG/JPEG image, or 'image/png' for a PNG image. Note: there should be one value for each image, and having more than there are images may cause problems.",,,,,,,
,"The type of video referenced above. Should be either  video.episode, video.movie, video.other, and video.tv_show. Note: there should be one value for each video, and having more than there are videos may cause problems.",,,,,,,
,"The width of the above image(s). Note: if both the unsecured and secured images are provided, they should both be the same size.",,,,,,,
,"The height of the above video(s). Note: if both the unsecured and secured videos are provided, they should both be the same size.",,,,,,,
,"The height of the above image(s). Note: if both the unsecured and secured images are provided, they should both be the same size.",,,,,,,
,"A description of what is in the image, not a caption. If the page specifies an og:image it should specify og:image:alt.",,,,,,,
,"The date this content was last modified, with an optional time value. Needs to be in <a href='https://en.wikipedia.org/wiki/ISO_8601'>ISO 8601</a> format. Can be the same as the 'Article modification date' tag.",,,,,,,
,The length of the video in seconds,,,,,,,
,URLs to related content,,,,,,,
,"The locale these tags are marked up in, must be in the format language_TERRITORY. Default is 'en_US'.",,,,,,,
,Links an article to a publisher's Facebook page.,,,,,,,
,The primary section of this website the content belongs to.,,,,,,,
,"The date this content was published on, with an optional time value. Needs to be in <a href='https://en.wikipedia.org/wiki/ISO_8601'>ISO 8601</a> format.",,,,,,,
,"The date this content was last modified, with an optional time value. Needs to be in <a href='https://en.wikipedia.org/wiki/ISO_8601'>ISO 8601</a> format.",,,,,,,
,"The date this content will expire, with an optional time value. Needs to be in <a href='https://en.wikipedia.org/wiki/ISO_8601'>ISO 8601</a> format.",,,,,,,
,The Book's ISBN,,,,,,,
,The date the book was released.,,,,,,,
,The URL to an audio file that complements this object.,,,,,,,
,The MIME type of the audio file. Examples include 'application/mp3' for an MP3 file.,,,,,,,
,The first name of the person who's Profile page this is.,,,,,,,
,The person's last name.,,,,,,,
,"Any of Facebook's gender values should be allowed, the initial two being 'male' and 'female'.",,,,,,,
,A pseudonym / alias of this person.,,,,,,,
,The date the video was released.,,,,,,,
,The TV show this series belongs to.,,,,,,,
,"The <a href='https://ogp.me/'>Open Graph meta tags</a> are used to control how Facebook, Pinterest, LinkedIn and other social networking sites interpret the site's content.<br><br>The Facebook <a href='https://developers.facebook.com/tools/debug/'>Sharing Debugger</a> lets you preview how your content will look when it's shared to Facebook and debug any issues with your Open Graph tags.",,,,,,,
,Summary Card,,,,,,,
,Summary Card with large image,,,,,,,
,Photo Card,,,,,,,
,Gallery Card,,,,,,,
,App Card,,,,,,,
,Player Card,,,,,,,
,Product Card,,,,,,,
,"Notes:<ul><li>no other fields are required for a Summary card</li><li>Photo card requires the 'image' field</li><li>Media player card requires the 'title', 'description', 'media player URL', 'media player width', 'media player height' and 'image' fields,</li><li>Summary Card with Large Image card requires the 'Summary' field and the 'image' field,</li><li>Gallery Card requires all the 'Gallery Image' fields,</li><li>App Card requires the 'iPhone app ID' field, the 'iPad app ID' field and the 'Google Play app ID' field,</li><li>Product Card requires the 'description' field, the 'image' field, the 'Label 1' field, the 'Data 1' field, the 'Label 2' field and the 'Data 2' field.</li></ul>",,,,,,,
,"A description that concisely summarizes the content of the page, as appropriate for presentation within a Tweet. Do not re-use the title text as the description, or use this field to describe the general services provided by the website. The string will be truncated, by Twitter, at the word to 200 characters.",,,,,,,
,"The @username for the website, which will be displayed in the Card's footer; must include the @ symbol.",,,,,,,
,"The page's title, which should be concise; it will be truncated at 70 characters by Twitter. This field is required unless this the 'type' field is set to 'photo'.",,,,,,,
,"The numerical Twitter account ID for the website, which will be displayed in the Card's footer.",,,,,,,
,"The @username for the content creator / author for this page, including the @ symbol.",,,,,,,
,The numerical Twitter account ID for the content creator / author for this page.,,,,,,,
,By default Twitter tracks visitors when a tweet is embedded on a page using the official APIs. Setting this to 'on' will <a href=':url'>stop Twitter from tracking visitors</a>.,,,,,,,
,The alternative text of the image being linked to. Limited to 420 characters.,,,,,,,
,"The height of the image being linked to, in pixels.",,,,,,,
,"The width of the image being linked to, in pixels.",,,,,,,
,"If your application is not available in the US App Store, you must set this value to the two-letter country code for the App Store that contains your application.",,,,,,,
,The name of the iPhone app.,,,,,,,
,"String value, should be the numeric representation of your iPhone app's ID in the App Store.",,,,,,,
,"The iPhone app's custom URL scheme (must include ""://"" after the scheme name).",,,,,,,
,The name of the iPad app.,,,,,,,
,"String value, should be the numeric representation of your iPad app's ID in the App Store.",,,,,,,
,"The iPad app's custom URL scheme (must include ""://"" after the scheme name).",,,,,,,
,The name of the app in the Google Play app store.,,,,,,,
,"Your app ID in the Google Play Store (i.e. ""com.android.app"").",,,,,,,
,"The Google Play app's custom URL scheme (must include ""://"" after the scheme name).",,,,,,,
,The full URL for loading a media player. Required when using a Media player card.,,,,,,,
,"The width of the media player iframe, in pixels. Required when using a Media player card.",,,,,,,
,"The height of the media player iframe, in pixels. Required when using a Media player card.",,,,,,,
,"The full URL for an MP4 video (h.264) or audio (AAC) stream, takes precedence over the other media player field.",,,,,,,
,"The MIME type for the media contained in the stream URL, as defined by <a href=':url'>RFC 4337</a>.",,,,,,,
,"This field expects a string, and you can specify values for labels such as price, items in stock, sizes, etc.",,,,,,,
,"This field expects a string, and allows you to specify the types of data you want to offer (price, country, etc.).",,,,,,,
,A set of meta tags specially for controlling the summaries displayed when content is shared on <a href='https://twitter.com/'>Twitter</a>.,,,,,,,
,1 child,@count children,,,,,,
,This is an example of a comment.,,,,,,,
,The below example uses a token to get the current node's title.,,,,,,,
,Add ':clear' to the end token to return an empty value when the token is missing.,,,,,,,
,The below example uses a token to get a field value from the current node.,,,,,,,
,You can also use paragraphs tokens.,,,,,,,
,"The open, closed, or scheduled status applies to only this webform instance.",,,,,,,
,"If the open date/time is left blank, this form will immediately be opened.",,,,,,,
,"If the close date/time is left blank, this webform will never be closed.",,,,,,,
,Enter 'name': 'value' pairs…,,,,,,,
,Default submission data (YAML),,,,,,,
,"Enter submission data as name and value pairs as <a href="":href"">YAML</a> which will be used to prepopulate the selected webform.",,,,,,,
,You may use tokens.,,,,,,,
,Example,,,,,,,
,@title settings,,,,,,,
,enabled,,,,,,,
,Item,,,,,,,
,Private,,,,,,,
,Manager,,,,,,,
,Log,,,,,,,
,required,,,,,,,
,Currency,,,,,,,
,error,,,,,,,
,Resources,,,,,,,
,created,,,,,,,
,all,,,,,,,
,Admin title,,,,,,,
,Containers,,,,,,,
,One,,,,,,,
,Download PDF,,,,,,,
,Unscheduled,,,,,,,
,Dimensions,,,,,,,
,Section,,,,,,,
,Visible,,,,,,,
,Notes,,,,,,,
,Total,,,,,,,
,Status:,,,,,,,
,Submitted by,,,,,,,
,Add page,,,,,,,
,Link Title,,,,,,,
,Default settings,,,,,,,
,General information,,,,,,,
,Submission information,,,,,,,
,Url,,,,,,,
,Preview message,,,,,,,
,Message type,,,,,,,
,Range,,,,,,,
,Line,,,,,,,
,Address,,,,,,Adress,
,email,,,,,,e-post,
,Code,,,,,,,
,Company,,,,,,,
,Week,,,,,,,
,Email subject,,,,,,,
,reset,,,,,,,
,Choices,,,,,,,
,Create content,,,,,,,
,Override,,,,,,Åsidosätt,
,Empty text,,,,,,,
,Handler,,,,,,,
,CSS,,,,,,,
,Latest,,,,,,,
,Template,,,,,,,
,module,,,,,,,
,IMCE,,,,,,,
,Flag,,,,,,,
,Operation,,,,,,,
,City,,,,,,,
,Postal code,,,,,,Postnummer,
,State/Province,,,,,,,
,Collapsed,,,,,,,
,Labels,,,,,,,
,Full name,,,,,,Fullständigt namn,
,Share,,,,,,,
,Attachments,,,,,,,
,submissions,,,,,,,
,Time format,,,,,,,
,Delimiter,,,,,,,
,update,,,,,,,
,Message:,,,,,,,
,Middle,,,,,,,
,%label has been deleted.,,,,,,,
,any,,,,,,,
,Selector,,,,,,,
,Purge,,,,,,,
,Maxlength,,,,,,,
